Date,Description,Short Description
2024-09-09,"According to Odaily, Pierre Rochard, Vice President of Research at Riot Platforms, highlighted that in Texas, excess electricity production has occasionally driven prices down to zero. Bitcoin miners have been able to absorb this surplus energy, effectively stabilizing the power grid. This analysis comes amid ongoing criticism of Bitcoin mining for its energy consumption and environmental impact. However, it also offers significant benefits, particularly in terms of grid stability and energy efficiency. A key advantage is that Bitcoin miners can quickly turn their mining equipment on and off, responding to fluctuations in energy demand. In related news, Agile Energy X, a subsidiary of Tokyo Electric Power Grid, announced earlier today that it has begun installing Bitcoin mining equipment next to solar power plants in Tochigi and Gunma prefectures. This initiative aims to utilize surplus renewable energy for mining experiments. If 10% of this energy is used for Bitcoin mining, it is expected to generate approximately 360 billion yen (2.5 billion USD) in annual revenue. This move seeks to address the issue of power wastage due to the volatility of renewable energy generation while supporting Japan's goal of achieving carbon neutrality by 2050.","In Texas, excess electricity production has been able to absorb the surplus energy, effectively stabilizing the power grid. Agile Energy X, a subsidiary of Tokyo Electric Power Grid, has begun installing Bitcoin mining equipment next to solar power plants in Tochigi and Gunma prefectures to generate 2.5 billion yen per year."
2024-09-09,"According to BlockBeats, data from Coinglass indicates that if Bitcoin's price rises above $57,000, the cumulative liquidation intensity of short positions on major centralized exchanges (CEX) will reach $786 million. Conversely, if Bitcoin's price falls below $53,000, the cumulative liquidation intensity of short positions on major CEX will amount to $1.303 billion. BlockBeats notes that the liquidation chart does not display the exact number of contracts pending liquidation or the precise value of liquidated contracts. Instead, the bars on the chart represent the relative importance of each liquidation cluster compared to adjacent clusters, indicating intensity. Therefore, the chart illustrates the extent to which the target price reaching a certain level will be affected. Higher 'liquidation bars' suggest that the price reaching that level will result in a more intense reaction due to liquidity waves.","If Bitcoin's price rises above $57,000, the cumulative liquidation intensity of short positions on major centralized exchanges will reach $786 million. If Bitcoin's prices fall below $53,000 the cumulative Liquidation intensity on major CEX will amount to $1.303 billion."
2024-09-09,"According to Bloomberg: US Bitcoin exchange-traded funds (ETFs) have experienced their longest run of daily net outflows since their launch earlier this year. Investors withdrew nearly $1.2 billion from the 12 Bitcoin ETFs over the eight days leading up to Sept. 6. This decline is part of a broader retreat from riskier assets as global markets face economic uncertainty.Factors Driving the OutflowsThe challenging market environment, fueled by mixed US jobs data and deflationary pressure in China, is having a significant impact on traders. As the short-term correlation between stocks and cryptocurrencies strengthens, Bitcoin's price movements have become more closely aligned with fluctuations in equity markets.Bitcoin has struggled in September, losing around 7%, although the digital asset saw a modest 1% increase to $54,870 by Monday afternoon in Singapore. Sean McNulty, director of trading at Arbelos Markets, noted that the recent uptick may be partially attributed to prominent influencers closing their short positions, citing BitMEX co-founder Arthur Hayes as an example.Political and Economic ImpactThe political climate is also influencing market sentiment. An improved showing by pro-crypto Republican presidential nominee Donald Trump in polls and prediction markets could be contributing to Bitcoin's small relief rally. McNulty reported increased demand for options hedges ahead of Tuesday’s debate between Trump and Democratic nominee Vice President Kamala Harris, who has yet to clarify her stance on cryptocurrencies.The original US Bitcoin ETFs debuted in January 2024 with strong demand, driving Bitcoin to a record high of $73,798 in March. However, inflows have since slowed, and Bitcoin’s year-to-date rally now stands at around 30%.Looking AheadCaroline Mauron, co-founder of Orbit Markets, a digital-asset derivatives liquidity provider, expects Bitcoin to remain in the $53,000 to $57,000 range until the US releases consumer price data on Wednesday. The upcoming inflation figures are likely to shape expectations for the Federal Reserve's anticipated monetary easing in the US.As the global economic outlook remains uncertain, Bitcoin and its associated ETFs continue to face significant volatility, with traders keeping a close eye on macroeconomic indicators and political developments.","US Bitcoin exchange-traded funds have experienced their longest run of daily net outflows since their launch earlier this year. Bitcoin's price movements have become more closely aligned with fluctuations in equity markets. Bitcoin has struggled in September, losing around 7%. Bitcoin saw a modest 1% increase to $54,870 by Monday afternoon in Singapore."
2024-09-09,"According to BlockBeats, on September 9, Bitroot Network announced that it has received a $1 million investment from Moore Labs. This funding aims to advance the development of the Bitcoin financial ecosystem. The investment not only signifies Moore Labs' further expansion in the digital asset sector but also provides Bitroot Network with opportunities to expand its market presence and enhance its influence, solidifying its important position within the Bitcoin financial ecosystem. This capital injection will offer Bitroot Network greater growth potential. Bitroot Network is a decentralized platform focused on asset issuance and core financial networks within the Bitcoin ecosystem. It provides services for the issuance of core assets, wealth management, and innovative applications. Moore Labs, initiated by the Singapore-based Moore Foundation, manages approximately $500 million in digital assets. The organization is dedicated to simplifying investment and entrepreneurial processes, offering an efficient support platform for investors and startups, and promoting innovative projects in the cryptocurrency field.",Bitroot Network has received a $1 million investment from Moore Labs to advance the development of the Bitcoin financial ecosystem. Moore Labs manages approximately $500 million in digital assets. The organization is dedicated to simplifying investment and entrepreneurial processes and promoting innovative projects in the cryptocurrency field.
2024-09-09,"According to Foresight News, Matrixport has tweeted that the Bitcoin Fear and Greed Index has once again reached peak fear levels. Historically, Bitcoin tends to rebound after hitting such levels of peak fear. This week, potential catalysts include the U.S. presidential debate on Tuesday and the CPI data report on Wednesday.","The Bitcoin Fear and Greed Index has reached peak fear levels. This week, potential catalysts include the U.S. presidential debate on Tuesday and the CPI data report on Wednesday. Bitcoin tends to rebound after hitting such levels of peak fear and greed levels."
2024-09-09,"According to Odaily, Arkham monitoring data reveals that WisdomTree's Bitcoin Exchange-Traded Fund (BTCW Bitcoin ETF) transferred 3,653 BTC to an unmarked address beginning with bc1q9v last week. The transferred Bitcoin is valued at approximately $2.0979 million. This marks the first outbound transaction from the WisdomTree Bitcoin ETF address in the past month.","WisdomTree's Bitcoin Exchange-Traded Fund transferred 3,653 BTC to an address beginning with bc1q9v last week. The transferred Bitcoin is valued at approximately $2.0979 million. This marks the first outbound transaction from the WisdomTree Bitcoin ETF address in the past month."
2024-09-09,"On Sep 09, 2024, 07:53 AM(UTC). According to Binance Market Data, Bitcoin has crossed the 55,000 USDT benchmark and is now trading at 55,000.011719 USDT, with a narrowed 1.00% increase in 24 hours.","Bitcoin has crossed the 55,000 USDT benchmark and is now trading at 55,011719 USDT with a narrowed 1.00% increase in 24 hours. Bitcoin is trading at 7.53 AM(GMT) on Sep 09, 2024, 07:53 AM"
2024-09-09,"According to Foresight News, Bitcoin Layer 2 network Merlin Chain has released its semi-annual report, highlighting substantial growth and future plans. The report reveals that the network's cross-chain volume reached $16 billion, with 1.9 million on-chain addresses and 12.7 million transactions. Within 50 days of its mainnet launch, the Total Value Locked (TVL) surpassed $3.9 billion, with 88% comprising native assets like BTC and Ordinals. The market value of M-BTC in the first half of the year reached $1.2 billion. Additionally, $16 billion worth of Bitcoin was cross-chained, spot trading amounted to $1.6 billion, and perpetual contract trading reached $1.4 billion. The asset trading volume exceeded $3 billion, and DEX liquidity surpassed $78 million. Merlin Chain has also introduced a comprehensive security framework and on-chain architecture, collaborating with industry leaders such as Celestia, Cobo, and SlowMist to create a secure and transparent on-chain environment. The release rate of MERL tokens will significantly slow down in the second half of the year, with only 0.4% being released over the next 12 months. Merlin Chain plans to continue its efforts in technology, ecosystem, and community development in the second half of the year to further advance the Bitcoin ecosystem.","The Bitcoin Layer 2 network Merlin Chain has released its semi-annual report. The network's cross-chain volume reached $16 billion, with 1.9 million on-chain addresses and 12.7 million transactions within 50 days of its mainnet launch. The market value of M-BTC in the first half of the year reached $1.2 billion, spot trading amounted"
2024-09-09,"According to CoinDesk: Bitcoin remained relatively stable over the weekend, trading between $54,000 and $55,000, following the liquidation of over $220 million in crypto long positions due to a weaker-than-expected U.S. jobs report. Traders are now eyeing significant events this week, including a U.S. presidential debate and the release of key economic indicators like the Consumer Price Index (CPI) and Producer Price Index (PPI).BTC Trading Flat, But Analysts See ValueWhile major tokens like Ether (ETH), Solana (SOL), Cardano (ADA), and Ripple’s XRP showed minimal changes, some mid-cap tokens like memecoin Neiro (NEIRO) and BitTorrent token (BTT) surged by 25%. Despite the broader market's sluggish activity, analysts at Presto Research believe Bitcoin is currently undervalued.In a Monday note, Peter Chung and Min Jung from Presto Research stated that Bitcoin’s record-high network security makes it an attractive investment. “The hashrate, or computational power securing the Bitcoin network, has hit an all-time high of 679 EH/s, making it the most secure network by far,” they noted, adding that, “BTC seems grossly undervalued at the moment.”Macroeconomic Factors Impacting BTCBitcoin miners have been expanding capacity since August, and this increase in hashrate typically marks a price bottom for the asset. Market analysts are keeping a close eye on U.S. payroll figures, which recently showed a weaker labor market, and the upcoming CPI and PPI reports, both of which will provide insights into inflation trends.“Lower-than-expected payroll data is dominating the market sentiment at the moment,” Lucy Hu, senior analyst at Metalpha, told CoinDesk. Hu added that volatility could remain high leading up to the Federal Reserve's next meeting.Political Developments to WatchAlongside economic indicators, the market is also focusing on the upcoming presidential debate between Republican candidate Donald Trump and Democrat Kamala Harris. Trump has previously expressed his intention to make the U.S. the ""crypto capital"" of the world, while Harris is also reportedly considering policies to support the growth of the cryptocurrency industry.With key economic data releases and political events scheduled for this week, Bitcoin could see significant price movement. Traders and analysts alike are closely monitoring market sentiment, with many believing that Bitcoin is undervalued due to its strong fundamentals, despite prevailing macroeconomic concerns.","Bitcoin was trading between $54,000 and $55,000 over the weekend. The market is closely monitoring the macroeconomic and political events this week. The upcoming U.S. jobs report and upcoming CPI and PPI reports will provide insights into inflation trends. Donald Trump and Kamala Harris are going to the presidential debate this week, which will be held in the U."
2024-09-09,"According to Cointelegraph: Bitcoin (BTC) is expected to undergo some final corrections before entering a two-year bull run, according to crypto analyst Michaël van de Poppe. He predicts that the current BTC price consolidation, which has frustrated traders for months, is nearing its end, with $53,000 as the next potential dip target.BTC/USDT 4-hour chart. Source: Michaël van de Poppe/XBTC Price Forecast: Final Corrections Before Major Bull RunVan de Poppe, a well-known crypto entrepreneur, suggests that Bitcoin is about to break out of its six-month consolidation period. In his recent analysis on X (formerly Twitter), he identified $53,000 as a critical level where BTC might dip before rallying. He predicts that once Bitcoin finds stability at this level, it will begin a two-year-long bull run, driven by favourable macroeconomic conditions.He wrote, “Expect a max of $55.5K on this run, and then we could be revisiting $53K before clearly breaking back upwards. Final corrections & then 2 years bull.” BTC/SPX 1-week chart. Source: Michaël van de Poppe/XBitcoin Set for a Bull Cycle Amid Weak Equities MarketDespite ongoing concerns about Bitcoin reaching new lows, Van de Poppe believes that Bitcoin’s market correction is likely over, and the digital asset will soon enter a new bullish phase. He points to the weakness in equity markets as a sign that liquidity is shifting toward risk assets like Bitcoin.He also noted that while equities are facing liquidity challenges, the overall macroeconomic landscape, including the Federal Reserve’s potential rate cuts and global liquidity increases from China, suggests Bitcoin is on the verge of one of the largest bull cycles in history.Comparisons to 2019 Market PatternsVan de Poppe also drew comparisons between Bitcoin’s current behavior and the market in 2019. He suggests that just as Bitcoin hit a bottom at $6,000 in 2019 before rallying, the current correction is likely bottoming out between $45,000 and $50,000.He concluded, “With the upcoming rate cuts from the FED, the weakening economy, and global liquidity being increased in China, it seems almost inevitable that we’re actually at the edge of the biggest bull cycle ever.” BTC/USD 1-hour chart. Source: TradingViewImpact of Federal Reserve Rate Cuts on BitcoinThe U.S. Federal Reserve’s decision on interest rate cuts, expected on September 18, is likely to benefit-risk assets like Bitcoin. Lower interest rates would encourage liquidity inflows, potentially fueling a major rally in the crypto markets. With Bitcoin trading around $54,000 as of the week’s close, many traders are eagerly anticipating the outcome of the Fed’s meeting.Van de Poppe’s analysis suggests that this could be a pivotal moment for Bitcoin, setting the stage for an extended period of growth and gains.","Bitcoin is about to break out of its six-month consolidation period and enter a two-year bull run. The current Bitcoin price is likely bottoming out between $45,000 and $50,000. The Federal Reserve’s decision on interest rate cuts is expected on September 18. Lower interest rates will encourage liquidity inflows."
2024-09-09,"According to Cointelegraph: Economist and renowned financial advisor Suze Orman recently expressed optimism about Bitcoin, citing its potential to ""catch fire"" as the next generation of investors matures. During an interview with CNBC, Orman shared her views on why everyone should own Bitcoin, emphasizing its growing appeal among younger investors.Orman, a best-selling author and host of the Women & Money podcast, diverged from traditional financial advisory perspectives, suggesting that Bitcoin's popularity will increase as younger generations accumulate wealth. She stated, ""As younger people make more money and mature, [Bitcoin] will be one of their investments of choice, and that will cause it to go up.""Number of identify-verified cryptoasset holders (in millions) from 2016 through June 2024. Source: StatistaA Cautious Approach to Bitcoin InvestmentDespite her enthusiasm for Bitcoin, Orman revealed she invests primarily through Bitcoin ETFs rather than holding the cryptocurrency directly. She highlighted her concerns over the complexity of wallets and the risks associated with losing passcodes, stating, ""I would never want to see an FTX happen again.""While she acknowledged that Bitcoin might never become a mainstream currency or a universal store of value, she recognized the intense interest it generates among younger investors. Orman believes this ""fascination"" could ultimately drive significant growth, making Bitcoin a strong choice for future portfolios.Advice for Bitcoin InvestorsOrman emphasized the importance of risk tolerance when investing in Bitcoin, advising that holders should be prepared to lose their investment if the market turns unfavorable. Her key message was clear: ""Everybody should absolutely have exposure to Bitcoin,"" but only within a framework that aligns with personal financial comfort.As younger generations increasingly adopt Bitcoin, financial advisors and investors alike may need to reconsider its role in future investment strategies.",Orman believes Bitcoin's popularity will increase as younger people make more money and mature. Orman is a best-selling author and host of the Women & Money podcast. She believes Bitcoin is popular among younger investors. She has concerns over the complexity of wallets and the risks associated with losing passcodes. She advises everyone to have exposure to Bitcoin within a framework that aligns with personal
2024-09-09,"According to Cointelegraph, Bitcoin exchange-traded funds (ETFs) that launched in the United States earlier this year will need more time before they become a significant instrument of adoption, says former Wall Street analyst Jim Bianco. Bianco, the CEO of Bianco Research, expressed in a Sept. 8 post that spot Bitcoin (BTC) ETFs have not lived up to the pre-approval hype since their launch in January.Source: Jim BiancoHe pointed to recent outflows, holders losing on their positions, and a lack of major institutional investment as indicators that the Bitcoin ETF market might need more time to mature.Bianco highlighted that there has been over $1 billion in net outflows from the 11 US Bitcoin ETFs in the last eight trading days, according to Farside Investors data. The spot Bitcoin ETF market now holds around $48 billion in assets under management, down from its peak of $61 billion in March. He noted that very little new money has entered the crypto space, with most ETF inflows coming from onchain holders moving back to traditional finance accounts. BlackRock’s chief investment officer of ETF and Index Investments, Samara Cohen, mentioned in June that about 80% of Bitcoin ETF purchases have likely been self-directed online accounts.Bianco speculates that the next Bitcoin halving in 2028 and significant development of onchain tools will likely be needed before the market truly hits its stride. He emphasized the need for patience and further development breakthroughs. However, not all analysts agree with Bianco’s assessment. Bloomberg senior ETF analyst Eric Balchunas noted in a Sept. 8 post that the Bitcoin ETFs had billions of assets under management after eight months. He questioned what word should be used to describe an ETF with $7 million in assets if $20 billion is considered a failure. Source: Eric BalchunasAmong the top four Bitcoin ETFs in the US, BlackRock’s iShares Bitcoin Trust (IBIT) leads with over $20 billion in inflows to date. Fidelity Wise Origin Bitcoin Fund (FBTC) has nearly $10 billion, while ARK 21Shares Bitcoin ETF (ARKB) and Bitwise Bitcoin ETF Trust (BITB) each have roughly $2 billion in net inflows to date. Another crypto analyst, Bryan Ross, also disagreed with Bianco, arguing that if most ETF trades are not institutional, it means institutions aren’t even here yet, and massive institutional inflows could occur next time FOMO and greed show up.","Bitcoin exchange-traded funds (ETFs) launched in the US earlier this year. The spot Bitcoin ETF market now holds around $48 billion in assets under management, down from its peak of $61 billion in March. BlackRock’s chief investment officer of ETF and Index Investments, Samara Cohen, believes 80% of Bitcoin ETF purchases have been self-directed online accounts."
2024-09-09,"According to Odaily, Agile Energy X, a subsidiary of Tokyo Electric Power Grid, has commenced the installation of Bitcoin mining equipment at solar power plants in Tochigi and Gunma prefectures. This initiative aims to utilize surplus renewable energy for mining experiments. Kenji Tateiwa, a representative of the company, stated that mining could provide a new revenue stream for power generation companies and promote the further adoption of green energy. Agile Energy X estimates that if renewable energy accounts for nearly half of the national power supply, the annual electricity consumption of approximately 70 million households would be wasted. By utilizing 10% of this surplus for Bitcoin mining, it is projected to generate an annual revenue of around 360 billion yen (25 billion USD). This move seeks to address the issue of power wastage due to the volatility of renewable energy generation while supporting Japan's goal of achieving carbon neutrality by 2050.",Agile Energy X has installed Bitcoin mining equipment at solar power plants in Tochigi and Gunma prefectures. The company estimates the annual electricity consumption of 70 million households would be wasted by using 10% of this surplus for Bitcoin mining. It is projected to generate an annual revenue of around 360 billion yen (25 billion USD).
2024-09-09,"According to Odaily, Mempool data indicates that Fractal Bitcoin has experienced an 18-minute delay in block production. This delay occurred after the second block was produced at 08:00:18 UTC+8.","Fractal Bitcoin has experienced an 18-minute delay in block production. The delay occurred after the second block was produced at 08:00:18 UTC+8, according to the data from Mempool data. The second block produced at 8:00."
2024-09-08,"On Sep 08, 2024, 10:21 PM (UTC), according to Binance Market Data, Bitcoin (BTC) has crossed the 55,000 USDT benchmark and is now trading at 55,043.371094 USDT, with a narrowed 2.10% increase in 24 hours.","Bitcoin has crossed the 55,000 USDT benchmark and is now trading at 55,043.371094 USDT, with a narrowed 2.10% increase in 24 hours on Sep 08, 2024, at 10:21 PM (UTC) on Binance Market Data."
2024-09-08,"On Sep 08, 2024, 3:17 PM (UTC), according to Binance Market Data, Bitcoin (BTC) dropped below 54,000 USDT and is now trading at 53,994.011719 USDT, with a narrowed 1.21% decrease in 24 hours.","On Sep 08, 2024, 3:17 PM (UTC), Bitcoin (BTC) dropped below 54,000 USDT and is now trading at 53,994.011719 USDT, with a narrowed 1.21% decrease in 24 hours. "
2024-09-08,"According to BlockBeats, the number of Bitcoin ATMs in the United States is rapidly increasing, raising concerns among experts about the growing threat of cybercrime. Bitcoin ATMs function similarly to traditional cash ATMs, requiring a PIN code and a withdrawal fee. However, the high value of cryptocurrencies makes these machines prime targets for hackers. Unlike cash ATMs, which might go unnoticed in a gas station, Bitcoin ATMs attract more attention from criminals.Timothy Bates, a cybersecurity professor at the University of Michigan's School of Innovation and Technology, stated that these machines are particularly vulnerable to both physical and cyber threats, making them a primary target for hackers and thieves. Data from Frei indicates that nearly 74% of ATMs worldwide are managed by ten operators. The largest Bitcoin ATM operator, Bitcoin Depot, runs over 8,000 machines. Its CEO, Brandon Mintz, mentioned that their machines are designed to prevent hacking but questioned the notion that Bitcoin ATMs are a major target for cybercriminals.Mintz explained that because the hardware and Bitcoin wallet environments are separate, Bitcoin ATMs are generally not a high-priority target for cybercriminals. He also noted that Bitcoin Depot does not store any Bitcoin locally on the ATMs and has multiple layers of verification and approval processes to prevent unauthorized access to their wallets. Additionally, Mintz pointed out that most Bitcoin ATMs, including those operated by Bitcoin Depot, only accept cash, eliminating the possibility of criminals using card skimmers as they might with traditional cash ATMs. However, he advised users to remain vigilant against scams, noting that basic protocols protecting consumers from traditional financial fraud also apply to the world of cryptocurrencies.","The number of Bitcoin ATMs in the United States is increasing, raising concerns about the growing threat of cybercrime. The high value of cryptocurrencies makes these machines prime targets for hackers and thieves. The largest Bitcoin ATM operator, Bitcoin Depot, runs over 8,000 machines. Bitcoin Depot does not store any Bitcoin locally on the ATMs and has multiple layers of verification and approval processes to"
2024-09-08,"According to Foresight News, Fractal Bitcoin has revealed its tokenomics model as it prepares for its mainnet launch in approximately 11 hours. The model outlines the distribution of its total token supply of 210 million tokens, with 80% allocated to the community and 20% to the team and contributors, subject to a lock-up period. Half of the total supply (50%) will be allocated to Proof of Work (PoW) mining. Additionally, 15% of the tokens will be reserved for the ecosystem treasury, and 10% will be allocated for community grants. Both the ecosystem treasury and community grants have a distribution cap of 10% of the total annual allocation, which will continue for 10 years. Another 5% of the tokens are designated for presale. The remaining 15% of the tokens will be allocated to core contributors. The unlocking schedule for presale and team tokens has been clearly defined from the outset. According to the terms, these tokens will begin unlocking at the end of the 7th month and will be released linearly until the end of the 12th month. Additionally, 5% of the tokens are currently reserved for current and future advisors, with an annual distribution cap of 20% over a period of 5 years.","Fractal Bitcoin has revealed its tokenomics model as it prepares for its mainnet launch in approximately 11 hours. The model outlines the distribution of its total token supply of 210 million tokens, with 80% allocated to the community and 20% to the team and contributors, subject to a lock-up period."
2024-09-08,"According to BlockBeats, the BitVol (Bitcoin Volatility) Index, launched by financial index company T3 Index in collaboration with options trading platform LedgerX, fell to 61.51 on September 8, marking a daily decrease of 0.79%. The BitVol Index measures the 30-day expected implied volatility derived from the prices of tradable Bitcoin options. Implied volatility refers to the volatility implied by the actual option prices. It is calculated using the Black-Scholes option pricing formula, where the actual option prices and other parameters, excluding volatility (σ), are input into the formula to derive the implied volatility. The actual prices of options are formed through competition among numerous options traders. Therefore, implied volatility represents the market participants' views and expectations for the future of the market, making it the closest approximation to the real-time volatility at that moment.","The BitVol (Bitcoin Volatility) Index fell to 61.51 on September 8th, marking a daily decrease of 0.79%. The BitVol Index measures the 30-day expected implied volatility derived from the prices of Bitcoin options. The actual prices of options are formed through competition among numerous options traders."
2024-09-08,"According to a report by on-chain analysis firm Glassnode, Bitcoin's unrealized losses have reached a historical low, accounting for just 2.9% of the market value. This data suggests that, despite recent volatility, most investors are still in a relatively profitable position.The report highlights that the ratio of unrealized profits to losses stands at 6:1, with only 20% of trading days showing a higher ratio, indicating that the average investor remains in a healthy financial situation.However, since Bitcoin peaked at its all-time high of $73,000, realized profits have significantly decreased, while loss events have increased. This trend points to a clear downward shift in the market.Despite this, the seller risk ratio has now dropped into a lower range, signaling that most coins are close to their original purchase price. This indicates that profit and loss activities are becoming more balanced, with fewer significant market movements expected in the short term. ","Bitcoin's unrealized losses have reached a historical low, accounting for 2.9% of the market value. Most investors are still in a relatively profitable position. Since Bitcoin peaked at its all-time high of $73,000, realized profits have significantly decreased, while loss events have increased. The seller risk ratio has dropped into a lower range."
2024-09-08,"Russia has successfully mined approximately 54,000 Bitcoins in 2023, with a value exceeding $3 billion, contributing around 50 billion rubles in tax revenue for the government. This significant development comes as Russia continues to solidify its position in the global cryptocurrency mining landscape.According to Bezdelov, president of the Russian Industrial Mining Association, the recent legalization of cryptocurrency mining has sparked a surge in investor interest, which is expected further to bolster tax revenues and investment in the sector.The move toward formalizing crypto mining came after Russian President Vladimir Putin signed a bill officially legalizing the practice. Under the new law, only registered Russian legal entities and individual operators are permitted to mine cryptocurrencies. However, individuals who stay within government-set energy consumption limits can continue mining without the need for registration.The legalization of mining is seen as a major step in regulating and expanding Russia's cryptocurrency sector, potentially attracting more institutional players and increasing the country’s influence in the global digital asset market.  ","Russia has successfully mined 54,000 Bitcoins in 2023, with a value exceeding $3 billion. The recent legalization of cryptocurrency mining has sparked a surge in investor interest in the sector. Russian President Vladimir Putin signed a bill officially legalizing the practice. Under the new law, only registered Russian legal entities and individual operators are permitted to mine cryptocurrencies."
2024-09-08,"According to BlockBeats, data from Farside Investors reveals that the US Bitcoin spot ETF has experienced a cumulative net inflow of $16.897 billion since its launch. Among the notable figures, Grayscale's GBTC saw a net outflow of $20.012 billion, while BlackRock's IBIT recorded a net inflow of $20.917 billion. Additionally, Fidelity's FBTC reported a net inflow of $9.424 billion.", the US Bitcoin spot ETF has experienced a net inflow of $16.897 billion since its launch. Grayscale's GBTC saw a net outflow of $20.012 billion. BlackRock's IBIT. Fidelity's FBTC.
2024-09-08,"According to Odaily, Julien Bittel, the head of macro research at Global Macro Investor, recently shared insights on X regarding Bitcoin's current price structure. Bittel noted that Bitcoin's price pattern this year is strikingly similar to that of 2019. He highlighted that Bitcoin has been in a consolidation phase, which has lasted for 175 days so far, mirroring the duration of the 2019 consolidation period. Bittel emphasized that the market is approaching a critical juncture, suggesting that significant developments could occur soon. He pointed out that the upcoming week will be particularly noteworthy as market participants closely observe Bitcoin's response to this potential turning point. The key question remains whether Bitcoin will follow the 2019 script or deviate from it. Bittel concluded by stating that if the current trend persists, there could be substantial upward momentum in Bitcoin's price.","Julien Bittel, the head of macro research at Global Macro Investor, shared insights on X regarding Bitcoin's current price structure. Bitcoin's price pattern this year is similar to that of 2019. Bitcoin has been in a consolidation phase for 175 days so far this year. The upcoming week will be particularly noteworthy as market participants closely observe Bitcoin's response to this potential turning point."
2024-09-07,"On Sep 07, 2024, 9:11 PM (UTC), according to Binance Market Data, Bitcoin (BTC) dropped below 54,000 USDT and is now trading at 53,927.988281 USDT, with a narrowed 1.55% increase in 24 hours.","Bitcoin is trading at 53,927.988281 USDT on Sep 07, 2024, 9:11 PM (UTC). Bitcoin dropped below 54,000 USDT and is now trading at 52,921 USDT. Bitcoin has a narrowed 1.55% increase in 24 hours."
2024-09-07,"According to BlockBeats, on September 7, UniSat announced on the X platform that the Fractal Bitcoin mainnet is now live. Users are required to update to UniSat Extension v1.4.6 to access the new mainnet. UniSat also mentioned that more features will be introduced in the future.","The Fractal Bitcoin mainnet is now live. Users need to update to UniSat Extension v1.4.6 to access the new mainnet. UniSat mentioned that more features will be introduced in the future. BlockBeats reports on September 7, UniSat announced on the X platform that the mainnet has been launched."
2024-09-07,"According to Cointelegraph, El Salvador is celebrating the third anniversary of adopting Bitcoin as legal tender, a move that made it the first country in the world to do so on September 7, 2021. The initiative aimed to promote financial inclusion, streamline remittance payments, and attract financial innovation. President Nayib Bukele's decision to adopt Bitcoin has positioned El Salvador as a pioneer in the digital asset space. Alex Momot, founder and CEO of Peanut Trade crypto trading platform, remarked that while it is too early to declare the initiative a complete success, the country has certainly reaped some benefits. El Salvador has been dollar-cost-averaging into Bitcoin since 2021, purchasing one Bitcoin per day. As of now, the country's Bitcoin holdings have generated over $31 million in profit, according to the Nayib Bukele Portfolio Tracker website. The average buying price for El Salvador's Bitcoin was $43,877 per BTC, which is currently trading at $54,300. Momot highlighted that the financial gain strengthens Bukele's position, adding credibility to his bold cryptocurrency experiment. El Salvador currently holds a total of 5,865 Bitcoin, valued at over $318 million, according to the country's treasury website. Despite initial criticism, especially after Bitcoin's price fell from its all-time high of $69,000 in November 2021 to as low as $16,000 during the bear market, the country has managed to turn a profit. While El Salvador's adoption of Bitcoin has been closely watched, only one other country, the Central African Republic, has followed suit, adopting Bitcoin as legal tender in April 2022. Larger economies have remained hesitant, likely due to their dependence on relationships with international creditors who oppose such moves. Brazilian lawmakers have shown interest in establishing a legal framework for Bitcoin adoption, but concrete regulations have yet to be developed.","El Salvador is celebrating the third anniversary of adopting Bitcoin as legal tender on September 7, 2021. El Salvador has been dollar-cost-averaging Bitcoin since 2021, purchasing one Bitcoin per day. The country's Bitcoin holdings have generated over $31 million in profit. The average buying price for El Salvador's Bitcoin was $43,877 per BTC, which is currently trading at $"
